127.0.0.1 - - [13/May/2021:09:20:56 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [13/May/2021:09:20:59 +0700] "GET /nntt/template/web/img/24h.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:20:59 +0700] "GET /nntt/template/web/img/mascara.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:20:59 +0700] "GET /nntt/template/web/img/cuocsongemonkhong.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:20:59 +0700] "GET /nntt/template/web/img/chuyenrang.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:20:59 +0700] "GET /nntt/template/web/img/nuocmatemlaubangtinhyeumoi.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:20:59 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 4138571
0:0:0:0:0:0:0:1 - - [13/May/2021:09:20:59 +0700] "GET /favicon.ico HTTP/1.1" 404 684
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:10 +0700] "GET /nntt/quan-tri/trang-chu HTTP/1.1" 200 7290
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:10 +0700] "GET /nntt/template/admin/assets/css/ace.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:10 +0700] "GET /nntt/template/admin/font-awesome/4.5.0/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:10 +0700] "GET /nntt/template/admin/assets/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:10 +0700] "GET /nntt/template/admin/assets/js/ace-extra.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/js/jquery-2.2.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery.2.1.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery-ui.custom.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery.ui.touch-punch.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery.easypiechart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery.flot.pie.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery.flot.resize.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery.flot.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery.sparkline.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/ace.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/ace-elements.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:11 +0700] "GET /nntt/template/admin/assets/js/jquery-ui.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/May/2021:09:21:17 +0700] "GET /nntt/quan-tri/bai-hat/danh-sach HTTP/1.1" 200 12640
0:0:0:0:0:0:0:1 - - [13/May/2021:09:22:09 +0700] "GET /nntt/quan-tri/bai-hat/chinh-sua HTTP/1.1" 200 12249
0:0:0:0:0:0:0:1 - - [13/May/2021:09:22:34 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 4138571
0:0:0:0:0:0:0:1 - - [13/May/2021:09:23:57 +0700] "GET /nntt/nghe-sy HTTP/1.1" 200 4483
0:0:0:0:0:0:0:1 - - [13/May/2021:09:23:58 +0700] "GET /nntt/%3Cc:url%20value='/template/web/img/24h.jpg'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:23:58 +0700] "GET /nntt/%3Cc:url%20value='/template/web/music/24h-LyLy-pop.mp3'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:01 +0700] "GET /nntt/the-loai HTTP/1.1" 200 4341
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:02 +0700] "GET /nntt/%3Cc:url%20value='/template/web/img/24h.jpg'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:02 +0700] "GET /nntt/%3Cc:url%20value='/template/web/music/24h-LyLy-pop.mp3'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:53 +0700] "GET /nntt/trang-chu HTTP/1.1" 200 5912
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:53 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 3530752
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:54 +0700] "GET /nntt/nghe-sy HTTP/1.1" 200 4483
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:54 +0700] "GET /nntt/%3Cc:url%20value='/template/web/img/24h.jpg'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:54 +0700] "GET /nntt/%3Cc:url%20value='/template/web/music/24h-LyLy-pop.mp3'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:55 +0700] "GET /nntt/the-loai HTTP/1.1" 200 4341
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:55 +0700] "GET /nntt/%3Cc:url%20value='/template/web/img/24h.jpg'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:55 +0700] "GET /nntt/%3Cc:url%20value='/template/web/music/24h-LyLy-pop.mp3'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:56 +0700] "GET /nntt/nghe-sy HTTP/1.1" 200 4483
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:56 +0700] "GET /nntt/%3Cc:url%20value='/template/web/img/24h.jpg'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:56 +0700] "GET /nntt/%3Cc:url%20value='/template/web/music/24h-LyLy-pop.mp3'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:24:57 +0700] "GET /nntt/trang-chu HTTP/1.1" 200 5912
0:0:0:0:0:0:0:1 - - [13/May/2021:09:27:40 +0700] "GET /nntt/nghe-sy HTTP/1.1" 200 4483
0:0:0:0:0:0:0:1 - - [13/May/2021:09:27:41 +0700] "GET /nntt/%3Cc:url%20value='/template/web/img/24h.jpg'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:27:41 +0700] "GET /nntt/%3Cc:url%20value='/template/web/music/24h-LyLy-pop.mp3'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:28:42 +0700] "GET /nntt/nghe-sy HTTP/1.1" 200 4483
0:0:0:0:0:0:0:1 - - [13/May/2021:09:28:42 +0700] "GET /nntt/%3Cc:url%20value='/template/web/img/24h.jpg'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:28:42 +0700] "GET /nntt/%3Cc:url%20value='/template/web/music/24h-LyLy-pop.mp3'/%3E HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [13/May/2021:09:29:27 +0700] "GET /nntt/nghe-sy HTTP/1.1" 200 4435
0:0:0:0:0:0:0:1 - - [13/May/2021:09:29:27 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 4138571
0:0:0:0:0:0:0:1 - - [13/May/2021:09:29:31 +0700] "GET /nntt/the-loai HTTP/1.1" 200 4305
0:0:0:0:0:0:0:1 - - [13/May/2021:09:29:34 +0700] "GET /nntt/the-loai HTTP/1.1" 200 4305
0:0:0:0:0:0:0:1 - - [13/May/2021:09:36:44 +0700] "GET /nntt/trang-chu HTTP/1.1" 200 5912
0:0:0:0:0:0:0:1 - - [13/May/2021:09:36:44 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 4138571
0:0:0:0:0:0:0:1 - - [13/May/2021:09:36:45 +0700] "GET /nntt/nghe-sy HTTP/1.1" 200 4435
0:0:0:0:0:0:0:1 - - [13/May/2021:09:36:46 +0700] "GET /nntt/the-loai HTTP/1.1" 200 4305
0:0:0:0:0:0:0:1 - - [13/May/2021:09:36:47 +0700] "GET /nntt/trang-chu HTTP/1.1" 200 5912
0:0:0:0:0:0:0:1 - - [13/May/2021:09:36:50 +0700] "GET /favicon.ico HTTP/1.1" 404 684
0:0:0:0:0:0:0:1 - - [13/May/2021:09:36:50 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 4073035
0:0:0:0:0:0:0:1 - - [13/May/2021:10:07:27 +0700] "GET /nntt/quan-tri/trang-chu HTTP/1.1" 200 7290
0:0:0:0:0:0:0:1 - - [13/May/2021:10:07:31 +0700] "GET /nntt/quan-tri/bai-hat/danh-sach HTTP/1.1" 200 12640
0:0:0:0:0:0:0:1 - - [13/May/2021:10:07:51 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 4138571
0:0:0:0:0:0:0:1 - - [13/May/2021:10:07:54 +0700] "GET /favicon.ico HTTP/1.1" 404 684
0:0:0:0:0:0:0:1 - - [13/May/2021:10:07:54 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 4073035
0:0:0:0:0:0:0:1 - - [13/May/2021:10:08:18 +0700] "GET /template/web/music/ChanAi-OrangeKhoi-pop.mp3 HTTP/1.1" 404 729
0:0:0:0:0:0:0:1 - - [13/May/2021:10:08:18 +0700] "GET /template/web/img/chanai.jpg HTTP/1.1" 404 712
0:0:0:0:0:0:0:1 - - [13/May/2021:10:08:20 +0700] "GET /template/web/img/chuyenrang.jpg HTTP/1.1" 404 716
0:0:0:0:0:0:0:1 - - [13/May/2021:10:08:20 +0700] "GET /template/web/music/ChuyenRang-ThinhSuy-pop.mp3 HTTP/1.1" 404 731
0:0:0:0:0:0:0:1 - - [13/May/2021:10:08:29 +0700] "GET /nntt/trang-chu HTTP/1.1" 200 5912
0:0:0:0:0:0:0:1 - - [13/May/2021:10:09:04 +0700] "GET /nntt/nghe-sy HTTP/1.1" 200 4435
0:0:0:0:0:0:0:1 - - [13/May/2021:10:09:04 +0700] "GET /nntt/template/web/music/24h-LyLy-pop.mp3 HTTP/1.1" 206 4138571
0:0:0:0:0:0:0:1 - - [13/May/2021:10:09:05 +0700] "GET /nntt/the-loai HTTP/1.1" 200 4305
